Store,Date,CategoryID,ProductID,Q1,Q2,Q3,Q4
3,12/18/2019 0:00:00,48,398XXRP,0,,,
4,5/24/2019 0:00:00,1,41XXRP,38724.42,69872.44,49937.09,30107.54
4,1/17/2019 0:00:00,2,42XXRP,91481.24,85763.19,86570.21,84405.45
4,1/28/2019 0:00:00,3,43XXRP,16166.02,16384.59,15062.54,14490.06
4,1/6/2019 0:00:00,4,44XXRP,59554.57,54069.82,53939.17,54687.08
4,5/7/2019 0:00:00,5,45XXRP,48602.55,48016.95,45376.6,37590.77
4,9/17/2019 0:00:00,6,46XXRP,10216.17,9609.3,7730.32,10871.94
4,1/10/2019 0:00:00,7,47XXRP,37239.25,37175.62,35309.25,33186.53
4,6/12/2019 0:00:00,8,48XXRP,71562.58,66308.14,67007.65,66705.03
4,8/30/2019 0:00:00,9,49XXRP,21654.54,23199.13,23622.09,22819.83
4,7/22/2019 0:00:00,10,410XXRP,34932.26,31909.34,32497.59,35973.26
4,2/20/2019 0:00:00,11,411XXRP,30263.01,24014.25,22935.19,21829.06
4,10/21/2019 0:00:00,12,412XXRP,8245.06,6688.85,6791.47,8821.43
4,5/23/2019 0:00:00,13,413XXRP,75841.39,71040.18,68049.36,67867.44
4,10/7/2019 0:00:00,14,414XXRP,28027.75,29498.57,26141.68,28956.69
4,10/16/2019 0:00:00,16,416XXRP,7437.73,8880.79,10692.7,11943.48
4,8/15/2019 0:00:00,17,417XXRP,20612.43,18711.03,19987.66,19877.22
4,9/25/2019 0:00:00,18,418XXRP,10503.75,31660.95,22876.75,1297.83
4,7/28/2019 0:00:00,19,419XXRP,4656.7,4707.84,3454.11,3290.03
4,11/12/2019 0:00:00,20,420XXRP,8329.67,8382.52,9024.15,8345.01
4,12/2/2019 0:00:00,21,421XXRP,11574.09,11226.39,10264.33,10383.02
4,11/20/2019 0:00:00,22,422XXRP,19300.76,20262.73,19225.36,19046.6
4,2/10/2019 0:00:00,23,423XXRP,43265.5,46049.34,41361.97,37208.06
4,9/16/2019 0:00:00,24,424XXRP,11156.49,10783.25,9933.58,9100.34
4,2/1/2019 0:00:00,25,425XXRP,15790.5,14753.25,14038.75,12513.25
4,4/24/2019 0:00:00,26,426XXRP,22624.89,23256.1,21197.96,20071.21
4,1/19/2019 0:00:00,27,427XXRP,3623.5,3239,2759,2686.04
4,1/18/2019 0:00:00,28,428XXRP,1226.67,1098.87,1212.77,1071.35
4,3/15/2019 0:00:00,29,429XXRP,9588.59,12901.02,11587.59,8187.41
4,1/8/2019 0:00:00,30,430XXRP,8863.08,8758,8455.52,7669.5
4,10/29/2019 0:00:00,31,431XXRP,3184.46,3664,3434,2850
4,3/6/2019 0:00:00,32,432XXRP,17841.91,26507.93,22677.73,13671.99
4,12/17/2019 0:00:00,33,433XXRP,12645.74,12786.93,11550.23,10176.74
4,12/20/2019 0:00:00,34,434XXRP,27682.5,24422.5,23318,22230.5
4,12/1/2019 0:00:00,35,435XXRP,4335,4685,4158.32,3426
4,10/19/2019 0:00:00,36,436XXRP,578,784,269,758
4,8/23/2019 0:00:00,37,437XXRP,5141.83,3873.03,5006.2,5275.05
4,6/28/2019 0:00:00,38,438XXRP,88153.66,85038.65,78996.92,75038.64
4,2/3/2019 0:00:00,39,439XXRP,0,,,
4,2/12/2019 0:00:00,40,440XXRP,87370.88,82453.2,83546.43,83254.38
4,6/14/2019 0:00:00,41,441XXRP,401.94,686.83,606,564
4,8/5/2019 0:00:00,42,442XXRP,9960.26,8862.27,9653.87,9571.95
4,11/13/2019 0:00:00,44,444XXRP,5972.36,6408.56,4914.14,4535.78
4,3/14/2019 0:00:00,45,445XXRP,7.5,2.5,,14.97
4,9/11/2019 0:00:00,46,446XXRP,34577.63,36319.99,34145.82,33716.7
4,2/13/2019 0:00:00,47,447XXRP,0,498,,
4,10/22/2019 0:00:00,48,448XXRP,1872,2952,1466,1368
4,2/20/2019 0:00:00,49,449XXRP,6575.58,6793.11,9222.99,8805.42
4,12/24/2019 0:00:00,43,493XXRP,60623.33,59740.02,56633.16,52109.53
5,11/7/2019 0:00:00,1,51XXRP,9323.89,16861.1,11417.67,7168.41
5,5/11/2019 0:00:00,2,52XXRP,11955.45,11794.51,11707.09,11452.33
5,4/4/2019 0:00:00,3,53XXRP,4190.2,3661.66,3475.84,3181.87
5,6/24/2019 0:00:00,4,54XXRP,9282.86,9266.08,9595.35,9297.39
5,4/10/2019 0:00:00,5,55XXRP,10934.88,9035.23,9193.38,4284.02
5,3/2/2019 0:00:00,6,56XXRP,1373.45,1560.2,1380.63,1761.47
5,6/17/2019 0:00:00,7,57XXRP,4401.08,4259.2,4277.95,3921.55
5,11/27/2019 0:00:00,8,58XXRP,14337.76,13575.76,14362.02,13157.07
5,1/10/2019 0:00:00,9,59XXRP,4877.38,4332,5719.66,5619.57
5,8/27/2019 0:00:00,10,510XXRP,8372.87,8395.71,9058,8683.35
5,10/29/2019 0:00:00,11,511XXRP,5501.87,4359.56,5805.52,4898.06
5,7/28/2019 0:00:00,12,512XXRP,2138.59,1942.46,2189.75,2294.15
5,1/6/2019 0:00:00,13,513XXRP,11468.24,10153.08,10754.05,9922.82
5,9/16/2019 0:00:00,14,514XXRP,3327.63,3208.93,3865.93,3875.23
5,10/13/2019 0:00:00,16,516XXRP,4545.64,6757.42,5245.2,5150.43
5,2/17/2019 0:00:00,17,517XXRP,2425.47,2172.53,2945.52,2917.04
5,10/21/2019 0:00:00,18,518XXRP,1444,5980.5,3712.84,182.79
5,1/15/2019 0:00:00,19,519XXRP,63.95,46.43,25.34,3.78
5,5/11/2019 0:00:00,20,520XXRP,1308.84,1398.05,1751.63,1567.07
5,5/6/2019 0:00:00,21,521XXRP,2002.48,1836.83,1876.15,1148.64
5,3/16/2019 0:00:00,22,522XXRP,2628.64,3297.31,3458.62,2459.69
5,7/14/2019 0:00:00,23,523XXRP,7253.83,7016.12,5376.03,5033.9
5,9/21/2019 0:00:00,24,524XXRP,1520,1950.26,1084.5,1061
5,3/2/2019 0:00:00,25,525XXRP,2516,3309,2436,2407.94
5,10/26/2019 0:00:00,26,526XXRP,2054.31,2192.4,2162.35,1845.89
5,7/24/2019 0:00:00,27,527XXRP,435.5,575,435,336
5,8/27/2019 0:00:00,28,528XXRP,313.4,254.37,314.71,282.1
5,12/15/2019 0:00:00,29,529XXRP,1734.49,1754.5,2053.82,1493.44
5,1/13/2019 0:00:00,30,530XXRP,1176.26,1193,1206.5,911
5,9/18/2019 0:00:00,31,531XXRP,605,732,739.73,602.42
5,6/27/2019 0:00:00,32,532XXRP,2753.08,3456.77,4497.37,1781.83
5,6/14/2019 0:00:00,33,533XXRP,1856.55,2014.33,1499.1,1107.02
5,1/25/2019 0:00:00,34,534XXRP,4062.5,3485,3426,3730
5,11/28/2019 0:00:00,35,535XXRP,827,1123,789,1026
5,1/4/2019 0:00:00,36,536XXRP,341,513,466,226
5,6/25/2019 0:00:00,38,538XXRP,63077.83,48204.05,46842.44,56525.15
5,8/28/2019 0:00:00,40,540XXRP,21538.68,20417.62,20957.78,20167.51
5,2/16/2019 0:00:00,41,541XXRP,259,288,333,237.54
5,11/17/2019 0:00:00,42,542XXRP,2501.96,2626.7,2987.77,2725.43
5,12/13/2019 0:00:00,44,544XXRP,917.45,914.47,1222.42,1142.05
5,7/8/2019 0:00:00,45,545XXRP,0,,,10.96
5,4/29/2019 0:00:00,46,546XXRP,4515.46,4738.98,4780.1,3915.01
5,5/21/2019 0:00:00,47,547XXRP,0,30,,
5,11/2/2019 0:00:00,49,549XXRP,0,,,
5,11/26/2019 0:00:00,37,587XXRP,10543.08,8078.23,7834.84,7847.57
5,3/15/2019 0:00:00,48,598XXRP,0,,2.25,
6,11/9/2019 0:00:00,1,61XXRP,NA,43749.81,NA,19896.08
6,5/14/2019 0:00:00,2,62XXRP,50810.04,46456.01,48127.95,46128.34
6,6/25/2019 0:00:00,3,63XXRP,14831,13474.87,13121.03,12539.36
6,8/8/2019 0:00:00,4,64XXRP,35192.87,30612.26,31553.54,30353.02
6,6/29/2019 0:00:00,5,65XXRP,41607.89,37828.68,36062.33,34512.88
6,5/30/2019 0:00:00,6,66XXRP,8301.2,10451.34,8612.88,7558.6
6,4/11/2019 0:00:00,7,67XXRP,23567.81,23623.74,25015.36,21214.22
6,4/11/2019 0:00:00,8,68XXRP,51620.42,45273.06,45497.57,44403.54
6,3/17/2019 0:00:00,9,69XXRP,26716.19,31084.95,NA,30714.86
6,7/6/2019 0:00:00,10,610XXRP,43843.57,43192.85,48176.55,40644.91
6,8/4/2019 0:00:00,11,611XXRP,21103.95,18187.42,16198.86,15893.79
6,8/4/2019 0:00:00,12,612XXRP,7150.11,6022.5,6212.79,6259.91
6,12/18/2019 0:00:00,13,613XXRP,39860.7,37447.6,37257.41,35938.9
6,8/7/2019 0:00:00,14,614XXRP,28269.16,24756,23989.81,22353.53
6,9/7/2019 0:00:00,16,616XXRP,11819.17,11118.67,18668.96,16650.92
6,8/21/2019 0:00:00,17,617XXRP,20550.99,19410.61,17928.33,17681.66
6,1/17/2019 0:00:00,18,618XXRP,5256.3,15807.32,9885.9,1078.86
6,8/9/2019 0:00:00,19,619XXRP,3707.61,2692.71,2858.04,2708.9
6,6/21/2019 0:00:00,20,620XXRP,9803.81,7639.78,9520.84,8480.14
6,10/14/2019 0:00:00,21,621XXRP,11793.23,11716.16,11312.81,11476.01
6,12/27/2019 0:00:00,22,622XXRP,23716.37,20293.52,16816.34,19881.85
6,8/31/2019 0:00:00,23,623XXRP,29660.17,31991.58,28389.19,26478.06
6,8/19/2019 0:00:00,24,624XXRP,8532.4,8356.56,6601.06,6834.56
6,5/26/2019 0:00:00,25,625XXRP,14733,15178,14527.75,13790.75
6,3/27/2019 0:00:00,26,626XXRP,10668.54,11469.07,10490.04,10601.94
6,8/6/2019 0:00:00,27,627XXRP,3115,2389.5,2348.5,2013
6,6/2/2019 0:00:00,28,628XXRP,1190.89,875.51,1043.1,772.68
6,11/23/2019 0:00:00,29,629XXRP,9397.08,8445.2,8466.83,6037.65
6,1/16/2019 0:00:00,30,630XXRP,5952.4,5445.46,5125.94,4985
6,7/30/2019 0:00:00,31,631XXRP,2662,3062.38,2716.5,2885.5
6,10/14/2019 0:00:00,32,632XXRP,13871.9,17041.66,18864.94,7822.84
6,10/5/2019 0:00:00,33,633XXRP,9161.01,8761.85,7807,7062.27
6,12/3/2019 0:00:00,34,634XXRP,19745.03,20148.55,21050.63,19929.53
6,10/12/2019 0:00:00,35,635XXRP,4091,3670,3558,2397
6,9/11/2019 0:00:00,36,636XXRP,108,-50,632,820
6,6/16/2019 0:00:00,37,637XXRP,5165.01,4660.36,5178.29,4093.59
6,8/20/2019 0:00:00,38,638XXRP,100213.47,101825.18,103021.56,99082.28
6,10/17/2019 0:00:00,40,640XXRP,73635.52,66061.73,69210.86,66488.53
6,3/10/2019 0:00:00,41,641XXRP,1630.74,1541.87,1610.87,1234
6,5/5/2019 0:00:00,42,642XXRP,8163.79,7983.04,8846.44,9095.22
6,10/11/2019 0:00:00,44,644XXRP,8361.32,7161.91,7407.12,6224.29
6,4/7/2019 0:00:00,45,645XXRP,24.62,42,14.06,10
6,3/27/2019 0:00:00,46,646XXRP,27470.39,26160.34,27485.18,24740.51
6,11/28/2019 0:00:00,47,647XXRP,-59,100,,
6,3/14/2019 0:00:00,48,648XXRP,2893,944,1011,354
6,2/14/2019 0:00:00,49,649XXRP,14727.18,18978.76,17620.52,17095.59
6,7/2/2019 0:00:00,43,693XXRP,40815.87,39393.63,39083.48,34728.96
7,8/19/2019 0:00:00,1,71XXRP,8970.97,14026.65,12477.79,8602.73
7,8/19/2019 0:00:00,2,72XXRP,21129.93,21635.61,21900.24,21804.64
7,2/9/2019 0:00:00,3,73XXRP,6958,7680.81,6446.34,5770.23
7,11/17/2019 0:00:00,4,74XXRP,13418.73,12917.37,12230.31,12838.59
7,9/14/2019 0:00:00,5,75XXRP,13463.36,17893.63,15961.9,11561.58
7,7/13/2019 0:00:00,6,76XXRP,5546.98,6326.34,6494.41,6886.1
7,2/17/2019 0:00:00,7,77XXRP,6854.9,8262.65,8519.06,6901.58
7,1/21/2019 0:00:00,8,78XXRP,14979.64,14716.32,14181.7,14712.9
7,9/27/2019 0:00:00,9,79XXRP,12221.42,13138.25,13309.81,13764.4
7,8/12/2019 0:00:00,10,710XXRP,19127.16,17155.05,20378.37,21141.66
7,2/18/2019 0:00:00,11,711XXRP,15566.93,17100.39,14373.98,14041.8
7,6/18/2019 0:00:00,12,712XXRP,4160.66,3099.62,2610.89,3255.2
7,5/3/2019 0:00:00,13,713XXRP,16011.92,13378.19,12370.54,12904.41
7,5/28/2019 0:00:00,14,714XXRP,9403.39,9594.85,8437.41,9393.11
7,9/18/2019 0:00:00,16,716XXRP,2774.48,4071.71,3733.69,5187.64
7,8/13/2019 0:00:00,17,717XXRP,6838.94,5701.65,5331.84,7066.76
7,12/24/2019 0:00:00,18,718XXRP,1062,3240,2228.39,628.57
7,12/27/2019 0:00:00,19,719XXRP,1638.1,1464.15,1552.59,1467.39
7,10/11/2019 0:00:00,20,720XXRP,2520.08,2744.77,2490.94,2714.08
7,4/23/2019 0:00:00,21,721XXRP,2001.34,2540.17,2321.58,1890.09
7,5/30/2019 0:00:00,22,722XXRP,4664.51,5405.45,4694.85,4331.78
7,4/9/2019 0:00:00,23,723XXRP,13288.19,16660.66,16002.26,14504.03
7,11/3/2019 0:00:00,24,724XXRP,2803.32,3079.7,2991.22,2309.64
7,1/25/2019 0:00:00,25,725XXRP,5976.56,6597.5,6560.91,NA
7,12/30/2019 0:00:00,26,726XXRP,2143.81,2541.63,2155.77,2140.73
7,4/2/2019 0:00:00,27,727XXRP,233,254,306,224
7,6/26/2019 0:00:00,28,728XXRP,202.63,225.96,191.47,299.04
7,1/2/2019 0:00:00,29,729XXRP,1509.5,1604,1621.5,1410.75
7,1/24/2019 0:00:00,30,730XXRP,1151,NA,1105.5,992
7,3/16/2019 0:00:00,31,731XXRP,1543,1886,1947.42,1646
7,7/22/2019 0:00:00,32,732XXRP,7280.21,7367.73,10170.37,7286.7
7,7/20/2019 0:00:00,33,733XXRP,2071.22,1970.26,2164.4,1746.46
7,6/3/2019 0:00:00,34,734XXRP,6012.3,5651.15,5913.11,6981.98
7,4/1/2019 0:00:00,35,735XXRP,945,877,525,493
7,6/14/2019 0:00:00,36,736XXRP,2017,2044.5,2124,1354
7,7/7/2019 0:00:00,38,738XXRP,37611.7,36727.96,33632.79,38200
7,6/11/2019 0:00:00,40,740XXRP,35190.04,36694.28,36532.91,37003.74
7,6/7/2019 0:00:00,41,741XXRP,751.3,1498.82,1307.66,1090.84
7,9/23/2019 0:00:00,42,742XXRP,5417.14,5361.92,3619.35,4411.8
7,8/17/2019 0:00:00,44,744XXRP,3852.4,4915.96,3460.31,3474.67
7,5/2/2019 0:00:00,45,745XXRP,2,23.78,21.54,14.54
7,4/27/2019 0:00:00,46,746XXRP,12628.85,11486.36,11068.88,12468.69
7,10/18/2019 0:00:00,47,747XXRP,25,,,30
7,12/12/2019 0:00:00,48,748XXRP,0,,,
7,12/28/2019 0:00:00,49,749XXRP,14.15,16.98,16.98,22.64
7,3/1/2019 0:00:00,37,787XXRP,7414.22,6615.41,6749.82,7346.31
7,3/19/2019 0:00:00,43,793XXRP,524.27,528.36,360.13,538.41
8,7/27/2019 0:00:00,1,81XXRP,16181.89,34262.09,22319.25,11722.71
8,12/19/2019 0:00:00,2,82XXRP,37550.1,35205.4,38435.19,34999.91
8,10/3/2019 0:00:00,3,83XXRP,10483.04,9871.73,7243.11,8172.4
8,6/3/2019 0:00:00,4,84XXRP,21759.76,19921.07,20303.28,18821.94
8,8/15/2019 0:00:00,5,85XXRP,23880.84,25337.49,22645.61,15196.79
8,10/6/2019 0:00:00,6,86XXRP,4104.97,6382.64,4654.82,3739.43
8,7/25/2019 0:00:00,7,87XXRP,16528.54,16800.35,17430.76,13654.27
8,4/24/2019 0:00:00,8,88XXRP,28177.56,28697.03,26672.76,26978.53
8,11/17/2019 0:00:00,9,89XXRP,8244.57,9555.85,9706.63,9586.97
